created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,id,lang,location,profile_background_image_url,profile_image_url,screen_name,statuses_count,verified,tweet_ids,account_type
Sun Sep 04 17:48:21 +0000 2016,True,False,"Limitless, Very determine, Driven, Cofident, Courteous, Ambitious, oal & Devoted Wife, Mother, Sister, Friend.",50,4,0,False,772491505667805184,en,,,http://pbs.twimg.com/profile_images/772492789699452928/eJe-SuUq_normal.jpg,JosefaTitan,118,False,772491505667805184,human
Tue May 24 08:56:06 +0000 2011,True,False,15 Years Young | AUSTRALIA BABY!,49,17,0,False,304306060,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2214310348/yeaahya_normal.jpg,shania_trigg,411,False,304306060,human
Sun Sep 03 17:55:52 +0000 2017,True,False,'ão discutimos rligião,402,0,0,False,904402576447242240,en,,,http://pbs.twimg.com/profile_images/904406577498742784/0btap9cb_normal.jpg,dolatre_otelia,840,False,904402576447242240,human
Sat Feb 12 04:11:08 +0000 2011,False,False,"Go fast, turn left",1558,31,443,True,250953232,en,NASCAR country,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1064731871957983233/NMw_Z6c4_normal.jpg,BifTannen,927,False,250953232,bot
Fri Apr 24 19:07:47 +0000 2009,False,False,living & learning &hearts;,1642,36,0,True,35008379,en,#bergencounty,http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/1861643369/429491_10150700197798615_782138614_11118991_1030458827_n_1__normal.jpg,ashleylpage,4321,False,35008379,human
Fri Nov 12 23:25:24 +0000 2010,True,False,,1009,41,244,False,215081388,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2594387275/image_normal.jpg,jshops,1158,False,215081388,bot
Tue Jul 15 01:41:42 +0000 2014,False,False,"I am a business woman looking to network with you. I am new to all of   so if you have suggestions, answers, questions please feel free to let me know......",1662,12,0,False,2646698737,en,"Kingstree, South Carolina",http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/695823300811890688/qLYo7sxK_normal.jpg,Rainy773,1689,False,2646698737,bot
Mon Feb 03 06:07:08 +0000 2014,False,False,RIP YAM$,35076,469,394,True,2324932134,en,"Los Angeles, CA",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1128729552035799040/L3gc-p4E_normal.jpg,Cozyboybash,15596,False,2324932134,human
Sun Apr 28 19:38:17 +0000 2013,True,False,-15- MCHS '20,4496,59,66,True,1387731048,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/757655593951854595/wm5Tq1KM_normal.jpg,heyitsAndrijana,5502,False,1387731048,bot
Wed Feb 29 02:08:10 +0000 2012,False,False,bsu 21’ 🦁 👑,5680,362,339,True,508234780,en,Cape cod,http://abs.twimg.com/images/themes/theme18/bg.gif,http://pbs.twimg.com/profile_images/917554878603517952/JtK9usW-_normal.jpg,sean_roma,3548,False,508234780,human
Fri Aug 24 23:51:59 +0000 2012,False,False,,30142,613,344,True,779171437,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1074157939076853760/JBIeJpFV_normal.jpg,eletafahey,19851,False,779171437,human
Sun Dec 02 23:15:44 +0000 2012,True,False,Im hella short xD,2259,13,1,False,985562467,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3542133703/6e77baf2adc53b28c69301ed12226294_normal.jpeg,cj_cruzito,3122,False,985562467,bot
Sat Jan 04 11:11:50 +0000 2014,True,False,,1829,44,155,False,2275963338,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1019407853847810048/v1qOZFqn_normal.jpg,RealandGrimey,2511,False,2275963338,bot
Sat Mar 15 22:09:18 +0000 2014,True,False,sc: alexbethea | welcome | #byronstrong |,63310,614,410,True,2391680510,en,"Houston, TX",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1102271605626019840/rgl9LiUf_normal.jpg,BetheaAlex,25148,False,2391680510,human
Sat Dec 15 06:56:32 +0000 2012,False,False,,29214,461,536,True,1012652790,en,"Albuquerque, NM",http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/1127723694141272064/eAziS5I8_normal.jpg,nat47ia,14363,False,1012652790,human
Wed Jun 21 02:47:13 +0000 2017,True,False,PIN:21E3B,20,0,0,False,877357209331449856,en,,,http://pbs.twimg.com/profile_images/881434458498506752/rjLf8jDo_normal.jpg,ntblszptky1185,196,False,877357209331449856,bot
Sat May 29 10:14:30 +0000 2010,True,False,,1147,15,89,False,149460525,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1171533671/image_normal.jpg,sangelbaby,9384,False,149460525,human
Fri Mar 16 17:12:19 +0000 2012,False,False,gg horizons,2555,204,219,False,526600057,en,instagram : manlikearjan,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/840032836010807297/0mgheC0O_normal.jpg,ArjanDeol,13773,False,526600057,human
Sun Sep 20 20:08:45 +0000 2015,True,False,,2307,25,115,False,3630271460,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/669717117143400448/wWKkSAPo_normal.jpg,BrydondreX,1508,False,3630271460,bot
Wed Nov 30 05:38:34 +0000 2011,True,False,,2521,50,287,False,424795237,tr,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1094674824016867328/T7zmMx0U_normal.jpg,esmeres2,2717,False,424795237,bot
Fri Sep 25 00:09:58 +0000 2009,False,False,I'm that Nathan,2325,68,184,False,77082759,en,"ÜT: 43.053447,-77.65009",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1271827392/QnaYK8vP_normal,nateordie82,3141,False,77082759,human
Thu May 28 15:37:18 +0000 2015,True,False,http://t.co/F0RwMtB97n,2261,343,0,False,3301868369,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/603949148593860608/3MK5ikAk_normal.png,DividendFreedom,2970,False,3301868369,bot
Sun Oct 18 02:26:36 +0000 2015,True,False,Im just that type of guy,5,159,0,False,3983915242,en-gb,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/655570916647313408/w2ppyDUj_normal.jpg,Airz_Dynamic,123,False,3983915242,human
Fri Oct 10 01:49:21 +0000 2014,True,False,The Last Flexican Alive. Founder of @UpDogEnt slatt! #YNWA,3464,965,946,True,2849456408,en,UpDogoplis,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1122912949109051392/oQU3xJkH_normal.jpg,FlexicanElias,74952,False,2849456408,human
Mon Nov 28 23:56:17 +0000 2011,False,False,💕@bakedkate💕 https://t.co/YldUhp8Rze “I am not Jordan but I am the 🐐” #Birdgang #ORFGANG #FlyEaglesFly,31719,530,963,True,423817890,en,san antonio texas,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1108451430405455897/7mDKJRKZ_normal.jpg,PincheTristen,19235,False,423817890,human
Mon Sep 19 22:50:29 +0000 2011,True,True,,136,1,0,False,376460463,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Kody0609,153,False,376460463,bot
Sun Feb 21 04:11:50 +0000 2010,True,False,,522,10,103,False,116092827,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/639522997179707392/fn0L-UMf_normal.jpg,Idvnet1,772,False,116092827,bot
Fri Jul 17 12:57:36 +0000 2009,False,False,,1716,14,0,False,57635612,en,Australia,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/831962582743347200/6WYvYU1S_normal.jpg,Rosemary_Heming,2407,False,57635612,bot
Mon Feb 16 23:12:02 +0000 2009,False,False,Pro Poker Player - WSOP Ring Holder-Hotel Construction - Yachts - High End Homes. Camacho Cigars-Monster Energy,2193,170,317,True,21040972,en,Palm Beach Florida,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/427533290149392384/iD2cw-zf_normal.jpeg,palmbeachr,4587,False,21040972,bot
Mon Feb 02 21:21:55 +0000 2009,True,False,,2529,13,0,False,19933582,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000638453108/de8b3bb80f3d1f883fbe13dd797c3d7f_normal.jpeg,Urrbguy,3595,False,19933582,bot
Fri Aug 02 07:04:54 +0000 2013,True,False,,1531,3,53,False,1639818506,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000229138811/fcb22ad99a48b36e06a3d27bc7516ed0_normal.jpeg,MyLeftAreola,2257,False,1639818506,bot
Sat Jul 11 14:25:19 +0000 2009,False,False,sit back and enjoy the show.,13,11,0,False,55840808,en,doity joisey,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/308459071/joe_kim_normal.jpg,capitolReel,170,False,55840808,human
Tue Jul 28 02:09:27 +0000 2009,False,False,caça hashtag na tv,1167,79,76,False,60780673,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/520258696434438144/XE3ItDHK_normal.jpeg,henrique0000,3277,False,60780673,human
Thu Nov 27 00:25:02 +0000 2008,False,False,"獄寺 隼人. The nucleus that attacks relentless, never resting. [RP account]",2549,200,0,False,17664157,en,"Namimori, Japan",http://abs.twimg.com/images/themes/theme7/bg.gif,http://pbs.twimg.com/profile_images/1000074996/reborn73_normal.png,10thsRtHand,5209,False,17664157,bot
Fri May 06 02:20:35 +0000 2011,True,False,쭌이..4ever~!!★,2324,19,0,False,293840542,en,China,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2481613264/60l6829bc15cpnpng8j8_normal.jpeg,joonxuer,3665,False,293840542,bot
Thu Mar 12 20:13:00 +0000 2009,False,False,Wife / Mother / Dancer / South Florida Realtor / Sports Fan / Raw Food Lover / Passport Stamp Collector / Fun / Curious / Blessed,1938,788,1027,True,24024918,en,Southeast Florida ,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/817922317443563520/ftXDLKjM_normal.jpg,KarenSoFloLivin,7669,False,24024918,human
Thu Feb 10 22:58:34 +0000 2011,False,False,23. Venezuelan. my heart is taken. lX-XXl. yes my name is really Africa haha.,4179,251,312,True,250354638,en,Jeeerrseeyy !,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/483796141650477056/LDScojq-_normal.jpeg,tisthecontinent,15326,False,250354638,bot
Fri Oct 21 12:24:45 +0000 2016,True,False,,6226,43,234,False,789442298622783489,en,,,http://pbs.twimg.com/profile_images/824233775215312896/Q_91MVTd_normal.jpg,MizCeeA,3469,False,789442298622783489,bot
Tue Nov 03 09:20:46 +0000 2015,True,False,➰颶風➰i don't believe in humans. ⚔️ fvck khloé and the others four k. r and b.,5269,23,44,False,4111415053,en,♔kidrauhl follows♔,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/769076620460253188/lCaEPpcS_normal.jpg,IngeborgWeissm1,5338,False,4111415053,bot
Sat May 21 10:39:11 +0000 2011,False,False,"'Y en mi locura encontré la libertad y la seguridad que da el que no le entiendan a uno, pues quienes nos comprenden esclavizan algo de nosotros.' K.G.",2284,1375,638,False,302535951,es,"París, Francia",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1094266704409096192/43CfuZwM_normal.jpg,Wabi_Sabilunga,112088,False,302535951,human
Fri Jun 05 22:37:14 +0000 2009,False,False,"I'm a fully alive, joyfully living 68 year old!",2314,23,32,False,45016932,en,"Westlake, Ohio",http://abs.twimg.com/images/themes/theme12/bg.gif,http://pbs.twimg.com/profile_images/2227509277/EMY-7-09_normal.jpg,EMeredithY,3288,False,45016932,bot
Sun Apr 19 09:02:25 +0000 2009,False,False,,41845,558,236,True,33165764,en,"England, United Kingdom",http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/1092187526264168449/fwzxgCw2_normal.jpg,shannmb_,19259,False,33165764,human
Sun Nov 07 20:28:07 +0000 2010,True,False,,370,57,253,True,213046978,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/825341992112648192/8CjX-YxX_normal.jpg,561Scott,751,False,213046978,human
Fri Oct 31 20:49:16 +0000 2014,True,False,"Opinions only, travel at your own risk.",3528,588,1551,True,2885639245,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/529668381340102656/scy2w8dS_normal.jpeg,joekrupinski5,4071,False,2885639245,human
Wed Jun 21 04:12:42 +0000 2017,True,False,لأن الأطفال هم بلسم الحياة وحلاوتهاومن زينتها خصصت لم ذا الحساب,25,0,0,False,877378718070562817,en,,,http://pbs.twimg.com/profile_images/879619890730106880/T5XzW3oy_normal.jpg,yambvyrfyiy1058,183,False,877378718070562817,bot
Wed Aug 02 15:22:26 +0000 2017,True,False,"Мсто,гдесбываются мечты...",141,0,0,False,892767552031662081,en,,,http://pbs.twimg.com/profile_images/892783192826163201/ciiHCj4H_normal.jpg,ujwiwguheeamw11,229,False,892767552031662081,human
Fri May 08 23:25:17 +0000 2009,False,False,,1049,9,23,True,38748174,en,"Lakewood, WA",http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/378800000073975295/71b8cd674b8120cd680ed3aa37bd617a_normal.jpeg,amanda_k_f,1505,False,38748174,bot
Fri May 01 20:51:11 +0000 2009,True,False,"CTO, http://t.co/tlxYsRsY (@Hitpadapp)",2599,29,0,False,37038280,en,Israel,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1307664826/nir_normal.jpg,nirn,3525,False,37038280,bot
Sat Feb 18 14:39:05 +0000 2012,True,False,"I hope life isn’t a joke, because I don’t get it.",137,19,0,True,496010076,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2192751808/image_normal.jpg,LulicLea,252,False,496010076,human
Thu Aug 04 15:59:26 +0000 2011,True,False,Do the impossible See the invisible,1032,1,4,False,348536232,zh-cn,China,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/865880497766977536/H_H3GLNg_normal.jpg,tianyuantupo,1497,False,348536232,bot
Wed Jul 29 21:22:43 +0000 2009,True,False,24. Primary School Teacher. Grey's Anatomy and One Tree Hill. Music Lover. ❤,2498,84,272,False,61299472,en,Scotland ,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1127313006436737025/xDZax-wL_normal.jpg,Jddx,2047,False,61299472,human
Sun Feb 09 05:02:35 +0000 2014,False,False,Jeremiah 29:11 #westillridininchrome,71369,865,1000,True,2334560850,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/992456050019323904/sUS92XMb_normal.jpg,_welchemma,19205,False,2334560850,bot
Mon Sep 12 05:32:12 +0000 2016,True,False,,391,5,32,False,775205349364203520,en,,,http://pbs.twimg.com/profile_images/846614255583424512/BLELDpiP_normal.jpg,Maryam_Dadar,542,False,775205349364203520,bot
Sat May 02 13:09:32 +0000 2015,False,False,"Affordable Connecticut Limo Service and Airport Transportation  to all major airports.  Airports Covered: JFK, , EWR, HPN & BDL - 203-295-7575",2514,19,0,False,3228294429,en,"New York, NY",http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/631505656919371776/Q4qe-z1G_normal.jpg,shadysmiol,2645,False,3228294429,bot
Mon Oct 25 17:36:03 +0000 2010,False,False,"Handmade longboards. There aren't two Buddywood alike. We want to communicate our concept of longskate by the fusion of surf, skate and art.",2748,832,205,False,207613520,es,Cádiz,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/445279617868644353/CGLVfceX_normal.jpeg,buddywoodcustom,3882,False,207613520,bot
Tue May 31 19:18:19 +0000 2011,True,False,,971,71,1889,False,308645873,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/838492606413811712/Y0fD4ZlP_normal.jpg,RoufChoudhury,1451,False,308645873,bot
Tue May 26 11:28:33 +0000 2009,False,False,,1985,38,89,False,42606385,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/231268375/i_can_see_my_destiny_normal.jpg,majicmazo,501,False,42606385,bot
Fri Oct 07 02:41:32 +0000 2016,True,False,"Mother, lover, discovering exercises, loved ones along with good friends and loving everything",346,0,21,False,784222095978835968,ru,Houston,,http://pbs.twimg.com/profile_images/786905620930637824/GRlo9uMZ_normal.jpg,ruslantetozx,346,False,784222095978835968,bot
Wed Sep 23 00:47:03 +0000 2009,True,False,rolling with the punches that life throws at me...  all I know is I will always come out on top!!,2744,48,156,False,76508415,en,"Aurora, il",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/2570482708/f5czk1tpzlx5l4iomc6j_normal.gif,thee_lenchmob,3457,False,76508415,bot
Fri Jun 11 02:30:13 +0000 2010,False,False,"Never leave it in the hands of The Judge!
Fighter wannabe, MMA & Poker enthusiast.
GSP fan.",2237,36,51,True,154375254,en,"London, England",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1014250407521062917/iTF8uRth_normal.jpg,TheJudgeMMA,3206,False,154375254,bot
Fri Apr 21 04:34:13 +0000 2017,True,False,,1238,4,16,False,855278473845260288,en,,,http://pbs.twimg.com/profile_images/855427896550113280/9xUi-qGU_normal.jpg,JiDxc,920,False,855278473845260288,bot
Sat Aug 27 05:16:37 +0000 2011,False,False,,1461,5,4,False,362903716,en,,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/1515643184/____normal.jpg,suming7,2122,False,362903716,bot
Sun Feb 06 04:16:03 +0000 2011,False,False,,13823,478,91,True,248048802,en,,http://abs.twimg.com/images/themes/theme17/bg.gif,http://pbs.twimg.com/profile_images/1128429707198963712/ka_sw2Fd_normal.jpg,emmmmm12345678,8957,False,248048802,human
Sat Feb 18 07:34:04 +0000 2012,False,False,|tukang khayal | suka bermain kata | universitas samping ganesha,2581,225,321,True,495716215,id,stads van bloemen,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/794380153673551872/yaszoq62_normal.jpg,syakir_Metafora,5287,False,495716215,bot
Tue Nov 26 06:26:07 +0000 2013,True,False,Born To Win,576,26,3013,False,2215223844,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/413269785292455937/r1lHmI0j_normal.jpeg,harishpunwani,755,False,2215223844,bot
Mon Apr 06 18:58:40 +0000 2009,True,False,#catlady extraordinar that enjoys dark chocolate in unladylike quantities,2479,92,44,False,29267077,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/567190715889754112/AT4a6oXg_normal.jpeg,kaleed,3591,False,29267077,bot
Sat Mar 12 19:07:11 +0000 2011,True,False,Workin and Bowlin,1289,73,169,True,264957649,en,Somewhere close to Chicago!,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/714821254973403136/Iz6NSf4E_normal.jpg,chosenone727,2661,False,264957649,human
Sat Mar 26 02:06:58 +0000 2016,True,False,"Joueur R6 X1, Past team :  Vikings, Aura, FulMinaT, Coexistence, eVolved.
2 Lan : Top 3 SFCO. Top 3 GA2018
( Si vis pacem para bellum)
@NORDIKEsport",3323,318,292,False,713547762906898432,fr,"Saint-Etienne, France",,http://pbs.twimg.com/profile_images/979419071782576129/WOEIFFiv_normal.jpg,NeGaN_Coex,3178,False,713547762906898432,human
Fri Sep 06 21:13:09 +0000 2013,False,False,every living creative dies alone,7455,987,887,True,1737403831,pt,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1103447020314992642/BfzmHSza_normal.jpg,vinioucoruja,61568,False,1737403831,human
Thu May 19 16:03:59 +0000 2011,False,False,,1190,1,2,False,301512933,en,"China,shanghai",http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1361016622/___213lk4_normal.jpg,Kentalpus,1705,False,301512933,bot
Thu Sep 01 21:34:02 +0000 2016,True,False,taking shots in life,9378,439,538,True,771461135157620736,en,"Monroe, GA",,http://pbs.twimg.com/profile_images/1053398047978385408/Ax5xBuXo_normal.jpg,JohnnyTsunaml,1557,False,771461135157620736,human
Tue Jan 24 03:41:11 +0000 2012,False,False,,2121,19,100,True,472606915,en,"Spearfish, SD",http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/938046922228510720/CMawlX8H_normal.jpg,PenCase12,3069,False,472606915,bot
Sun Feb 22 00:47:59 +0000 2009,False,False,"I'm the type of person who respects opinions, while having my own as well. I'm really just an average guy that enjoys his fair share of everything.",1513,6,4,False,21532331,en,"Morristown, TN",http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/298498434/Avatar_normal.jpg,Raseon,2203,False,21532331,bot
Wed May 04 22:32:56 +0000 2011,True,False,no body is perfect and i am no body,1072,35,0,False,293189065,en,UK LONDON,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1339142055/NIK..._normal.jpg,NasirIqbalKhan1,1478,False,293189065,bot
Fri Aug 06 10:53:29 +0000 2010,False,False,fuckin love 80's hair metal,876,12,84,False,175351663,en,fort mill sc,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/378800000859442271/ZaBqzG8Q_normal.jpeg,pooth85,1301,False,175351663,bot
Thu Mar 25 01:14:00 +0000 2010,False,False,🐎,47053,220,93,False,126164084,en,...,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1104352583097888769/uu0N8dqP_normal.jpg,ANoose4YourNeck,53843,False,126164084,human
Wed Apr 24 16:22:14 +0000 2013,True,False,,2405,238,169,False,1377407850,en,"Carrickfergus, Northern Ireland",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1080615210434678790/NiAfjcxc_normal.jpg,laura_hamilton3,830,False,1377407850,bot
Mon Jun 25 21:58:24 +0000 2012,False,False,18. losing my mind one day at a time 😇⠀⠀⠀ ⠀⠀,71939,881,309,True,618471986,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/986991158516740097/qCRg3Dvj_normal.jpg,alrightchill,33955,False,618471986,human
Sun Jan 31 21:33:10 +0000 2010,True,False,"#FatherToMyDaughter Owner/Proprietor @TheVioletGroup #FinTwit ACTUAL Trader, PreBillions in AUM...my other interests are many @LPGA @PGA #Golf junkie",2067,169,123,False,110240911,en,Indiana....,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1109413975240921088/5TJtofsH_normal.jpg,Vinny_TheBull,15826,False,110240911,human
Sun Sep 04 16:21:46 +0000 2016,True,False,sub tweets... retweet if you feel the same !! follow me ad i might follow bac if you retweet me a lot!!!:).  teamfollowback now!!,46,5,0,False,772469715407081472,en,,,http://pbs.twimg.com/profile_images/772470731355590656/I8VVyE73_normal.jpg,Fuhrman_Skater,136,False,772469715407081472,human
Mon Aug 09 23:33:23 +0000 2010,True,False,Stock trading account of @kevinjaybel. Nearly 8y of experience in the funds business. Ex-Euroclear Bank employee turned self-employed freelancer.,11515,499,360,True,176597920,en,"Ghent, Belgium",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/957256474018934784/1n7evwD2_normal.jpg,kevinjaybe,8926,False,176597920,human
Tue Apr 28 03:47:46 +0000 2009,False,False,I love my husband!!!,23,48,0,False,35979309,en,Texas,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/190617504/MyPicture_normal.jpg,LaurenNewsom,152,False,35979309,human
Fri Apr 19 21:47:49 +0000 2013,False,False,,4613,86,854,False,1365481327,es,España,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1066967277344604161/D81okqT__normal.jpg,juanhmetal,3554,False,1365481327,human
Thu Jun 20 03:22:53 +0000 2013,False,False,,24273,836,421,True,1532658708,en,,http://abs.twimg.com/images/themes/theme10/bg.gif,http://pbs.twimg.com/profile_images/713933005132324864/UO54GIhl_normal.jpg,leeloosshh,10660,False,1532658708,human
Sat Aug 29 01:05:49 +0000 2009,True,False,Inactive US Marine and lover of freedom,1881,32,38,False,69745999,en,NY,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/391489322/eagle_normal.bmp,RelucntActivist,2752,False,69745999,bot
Mon Jun 01 13:57:28 +0000 2015,True,False,#1 Kid Cudi stan,288658,697,537,True,3305562861,en,"Port St Lucie, FL",http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1047316333942202368/mAH_IRw9_normal.jpg,harderdaddy_,100212,False,3305562861,human
Sun Aug 27 18:47:25 +0000 2017,True,False,Совеы фотограу и фоолюбителям,98,0,0,False,901878835406307329,en,,,http://pbs.twimg.com/profile_images/901884276454674433/amhmm-4u_normal.jpg,txjvyixk987,157,False,901878835406307329,human
Sun Sep 04 06:03:48 +0000 2016,True,False,"Be yourself, screw what anon else thiks [;",72,0,0,False,772314197392707585,en,,,http://pbs.twimg.com/profile_images/880205197988970497/MEgHmqxE_normal.jpg,OlivarezMorphin,187,False,772314197392707585,human
Wed Jan 12 01:18:20 +0000 2011,False,False,,1898,89,0,True,237076248,pt,,http://abs.twimg.com/images/themes/theme12/bg.gif,http://pbs.twimg.com/profile_images/705976848908492800/QY27Pdns_normal.jpg,Heloisaester,2964,False,237076248,human
Mon Jun 20 20:13:03 +0000 2011,True,False,,1283,3,0,False,320961922,es,chile,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1405150722/Movimiento_Original_-_Edicion_Especial_normal.jpg,llitoxx1,1893,False,320961922,bot
Sat Jul 25 03:09:16 +0000 2009,False,True,,18,3,0,False,59964109,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,acherlyn,133,False,59964109,human
Thu Feb 12 20:30:47 +0000 2009,True,False,,61,51,109,False,20714349,en,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/142440898/Beth_in_GIF_normal.GIF,bablackwood,108,False,20714349,human
Wed Aug 06 19:04:41 +0000 2014,True,False,,5257,301,418,True,2735401726,en,Harsens island,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1118183685134725120/IhMHHT0C_normal.jpg,JKap423,5292,False,2735401726,human
Fri Sep 09 23:54:40 +0000 2011,True,True,,2174,39,29,False,370973616,en,Here There And EveryWhere!,http://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,jJac86French,2791,False,370973616,bot
Sat Feb 25 19:02:41 +0000 2012,False,False,,3784,245,624,True,503409885,es,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1036940034467917825/2JCQFQE5_normal.jpg,VazqueOnez,9389,False,503409885,human
